account,risk_score,is_laundering,community_size,anomaly_score
137196_812B71040,0.024163939,0,1,0.3074606236827407
320408_807690870,0.024163939,0,1,0.3074606236827407
4726_80ECB34A0,0.024163939,0,1,0.3074606236827407
220572_807DF7AB0,0.024163939,0,1,0.3074606236827407
1674_8016D4860,0.024163939,0,1,0.3074606236827407
17753_80E0C5D30,0.024163939,0,1,0.3074606236827407
1467_800F32C10,0.024163939,0,1,0.3074606236827407
16_804DFEAE0,0.024163939,0,1,0.3074606236827407
1665_80FBC06F0,0.024163939,0,1,0.3074606236827407
329968_80DD17420,0.024163939,0,1,0.3074606236827407
31394_800D5F140,0.024163939,0,1,0.3074606236827407
342460_80F887160,0.024163939,0,1,0.3074606236827407
35753_80C0A27F0,0.024163939,0,1,0.3074606236827407
28183_809B747D0,0.024163939,0,1,0.3074606236827407
1665_80156A980,0.024163939,0,1,0.3074606236827407
21550_800F47100,0.024163939,0,1,0.3074606236827407
218502_806DC0380,0.024163939,0,1,0.3074606236827407
333860_81106EB90,0.024163939,0,1,0.3074606236827407
2952_8066A5450,0.024163939,0,1,0.3074606236827407
4523_8027B58D0,0.024163939,0,1,0.3074606236827407
11657_8014B9660,0.024163939,0,1,0.3074606236827407
13083_802504E60,0.024163939,0,1,0.3074606236827407
16163_80C09AEA0,0.024163939,0,1,0.3074606236827407
234222_8131D21E0,0.024163939,0,1,0.3074606236827407
12381_80AEFB700,0.024163939,0,1,0.3074606236827407
17327_80DDDD8E0,0.024163939,0,1,0.3074606236827407
22205_802AC2820,0.024163939,0,1,0.3074606236827407
34390_8019EAE70,0.024163939,0,1,0.3074606236827407
116904_806B2BAE0,0.024163939,0,1,0.3074606236827407
3482_80064B490,0.024163939,0,1,0.3074606236827407
3880_8006083F0,0.024163939,0,1,0.3074606236827407
1244_8025B8390,0.024163939,0,1,0.3074606236827407
27103_80AF3D270,0.024163939,0,1,0.3074606236827407
116904_806F45410,0.024163939,0,1,0.3074606236827407
37157_805B2F9D0,0.024163939,0,1,0.3074606236827407
33716_8103E0DA0,0.024163939,0,1,0.3074606236827407
131808_80CAED3D0,0.024163939,0,1,0.3074606236827407
32523_80A701C30,0.024163939,0,1,0.3074606236827407
29279_80B93A070,0.024163939,0,1,0.3074606236827407
17610_8144B3BA0,0.024163939,0,1,0.3074606236827407
1_801961380,0.024163939,0,1,0.3074606236827407
13667_804F954A0,0.024163939,0,1,0.3074606236827407
321357_807E75630,0.024163939,0,1,0.3074606236827407
37331_804B6C130,0.024163939,0,1,0.3074606236827407
1362_808FBF6A0,0.024163939,0,1,0.3074606236827407
240648_8103D35F0,0.024163939,0,1,0.3074606236827407
320911_81113E770,0.024163939,0,1,0.3074606236827407
338110_8111191E0,0.024163939,0,1,0.3074606236827407
313517_80C273F60,0.024163939,0,1,0.3074606236827407
11_800234E70,0.024163939,0,1,0.3074606236827407
39462_80A00CCC0,0.024163939,0,1,0.3074606236827407
3408_802D5D080,0.024163939,0,1,0.3074606236827407
34483_801A660E0,0.024163939,0,1,0.3074606236827407
14381_80547D8A0,0.024163939,0,1,0.3074606236827407
1547_8033D0090,0.024163939,0,1,0.3074606236827407
313327_80C2FF850,0.024163939,0,1,0.3074606236827407
9209_8037E8A60,0.024163939,0,1,0.3074606236827407
38868_8043C0CD0,0.024163939,0,1,0.3074606236827407
25547_802433870,0.024163939,0,1,0.3074606236827407
21611_80322F410,0.024163939,0,1,0.3074606236827407
218438_80AB72690,0.024163939,0,1,0.3074606236827407
127390_80B57A140,0.024163939,0,1,0.3074606236827407
36208_81301FD10,0.024163939,0,1,0.3074606236827407
3361_800554020,0.024163939,0,1,0.3074606236827407
16136_81369B780,0.024163939,0,1,0.3074606236827407
217680_80F6E0A90,0.024163939,0,1,0.3074606236827407
24544_80B12D000,0.024163939,0,1,0.3074606236827407
1047_8079E51B0,0.024163939,0,1,0.3074606236827407
35897_81038CE70,0.024163939,0,1,0.3074606236827407
15723_81322BAB0,0.024163939,0,1,0.3074606236827407
13516_8014C8BD0,0.024163939,0,1,0.3074606236827407
131167_80D475BF0,0.024163939,0,1,0.3074606236827407
6075_80A2BC140,0.024163939,0,1,0.3074606236827407
223908_80E559410,0.024163939,0,1,0.3074606236827407
9482_80BF5AA10,0.024163939,0,1,0.3074606236827407
3408_800533440,0.024163939,0,1,0.3074606236827407
36968_810F02EB0,0.024163939,0,1,0.3074606236827407
37957_80EFD73C0,0.024163939,0,1,0.3074606236827407
34774_8043A9720,0.024163939,0,1,0.3074606236827407
232555_8119F9C30,0.024163939,0,1,0.3074606236827407
336219_810D7BA90,0.024163939,0,1,0.3074606236827407
115159_80BFCB790,0.024163939,0,1,0.3074606236827407
3378_8135AC900,0.024163939,0,1,0.3074606236827407
5466_80F0B2DA0,0.024163939,0,1,0.3074606236827407
3746_81365CC80,0.024163939,0,1,0.3074606236827407
18819_803E44D90,0.024163939,0,1,0.3074606236827407
35585_802541940,0.024163939,0,1,0.3074606236827407
148937_812122E20,0.024163939,0,1,0.3074606236827407
320455_8076CE910,0.024163939,0,1,0.3074606236827407
1420_8008544A0,0.024163939,0,1,0.3074606236827407
7548_8067E1B30,0.024163939,0,1,0.3074606236827407
317768_8097B48E0,0.024163939,0,1,0.3074606236827407
248941_8121A49C0,0.024163939,0,1,0.3074606236827407
312499_80C237700,0.024163939,0,1,0.3074606236827407
337339_81394A420,0.024163939,0,1,0.3074606236827407
14290_810E1C9F0,0.024163939,0,1,0.3074606236827407
26024_80BE54CA0,0.024163939,0,1,0.3074606236827407
335891_80D6E02F0,0.024163939,0,1,0.3074606236827407
223645_808E05F90,0.024163939,0,1,0.3074606236827407
34266_813118800,0.024163939,0,1,0.3074606236827407
16643_803BB3020,0.024163939,0,1,0.3074606236827407
32693_8014862B0,0.024163939,0,1,0.3074606236827407
29089_80D074FF0,0.024163939,0,1,0.3074606236827407
31817_80E65DBB0,0.024163939,0,1,0.3074606236827407
15980_812EF0A60,0.024163939,0,1,0.3074606236827407
37309_80FE35B10,0.024163939,0,1,0.3074606236827407
37294_80F29A1F0,0.024163939,0,1,0.3074606236827407
16388_80746C530,0.024163939,0,1,0.3074606236827407
218897_80746C3A0,0.024163939,0,1,0.3074606236827407
333693_80C43F000,0.024163939,0,1,0.3074606236827407
113744_80B416B90,0.024163939,0,1,0.3074606236827407
24_8043F88E0,0.024163939,0,1,0.3074606236827407
325460_80BA62DA0,0.024163939,0,1,0.3074606236827407
310556_809B76570,0.024163939,0,1,0.3074606236827407
16927_806206680,0.024163939,0,1,0.3074606236827407
328469_8126C9A00,0.024163939,0,1,0.3074606236827407
31333_801C72B70,0.024163939,0,1,0.3074606236827407
10_800578D20,0.024163939,0,1,0.3074606236827407
113523_805F269C0,0.024163939,0,1,0.3074606236827407
25768_806E6D9F0,0.024163939,0,1,0.3074606236827407
46227_8141DECE0,0.024163939,0,1,0.3074606236827407
33101_8070042A0,0.024163939,0,1,0.3074606236827407
3514_802F34450,0.024163939,0,1,0.3074606236827407
340279_8133B1220,0.024163939,0,1,0.3074606236827407
334189_80E422660,0.024163939,0,1,0.3074606236827407
337241_80E034F80,0.024163939,0,1,0.3074606236827407
31233_8053327F0,0.024163939,0,1,0.3074606236827407
12797_805809F50,0.024163939,0,1,0.3074606236827407
339423_812C8B880,0.024163939,0,1,0.3074606236827407
31011_806688550,0.024163939,0,1,0.3074606236827407
3558_802B587A0,0.024163939,0,1,0.3074606236827407
31575_8029A9CE0,0.024163939,0,1,0.3074606236827407
11474_80357A2D0,0.024163939,0,1,0.3074606236827407
327584_80A07D720,0.024163939,0,1,0.3074606236827407
18015_804252130,0.024163939,0,1,0.3074606236827407
344435_813225CB0,0.024163939,0,1,0.3074606236827407
11296_80E007A80,0.024163939,0,1,0.3074606236827407
31216_8014325D0,0.024163939,0,1,0.3074606236827407
350354_8128BE6F0,0.024163939,0,1,0.3074606236827407
16847_808FF44F0,0.024163939,0,1,0.3074606236827407
38082_807100C00,0.024163939,0,1,0.3074606236827407
223090_814368E30,0.024163939,0,1,0.3074606236827407
1244_8025069E0,0.024163939,0,1,0.3074606236827407
327984_80A2D6460,0.024163939,0,1,0.3074606236827407
23344_80BCE4EC0,0.024163939,0,1,0.3074606236827407
34034_801796EF0,0.024163939,0,1,0.3074606236827407
16031_80143E880,0.024163939,0,1,0.3074606236827407
13554_803CB5C20,0.024163939,0,1,0.3074606236827407
113523_805C3E220,0.024163939,0,1,0.3074606236827407
120691_80E428950,0.024163939,0,1,0.3074606236827407
346457_810FF6DD0,0.024163939,0,1,0.3074606236827407
313349_80D38E390,0.024163939,0,1,0.3074606236827407
122342_80DA65C70,0.024163939,0,1,0.3074606236827407
130584_80BFF4510,0.024163939,0,1,0.3074606236827407
1547_802E31600,0.024163939,0,1,0.3074606236827407
1292_804EA0AC0,0.024163939,0,1,0.3074606236827407
28627_80514CDC0,0.024163939,0,1,0.3074606236827407
2467_810FB8020,0.024163939,0,1,0.3074606236827407
38697_8064ED2F0,0.024163939,0,1,0.3074606236827407
116843_8065B2D40,0.024163939,0,1,0.3074606236827407
1047_810655D60,0.024163939,0,1,0.3074606236827407
37122_8052D5E60,0.024163939,0,1,0.3074606236827407
5329_808FFEF30,0.024163939,0,1,0.3074606236827407
795_80FBCD990,0.024163939,0,1,0.3074606236827407
34197_804090A60,0.024160437,0,3,0.3817876696229725
35195_8052E6E40,0.024160437,0,3,0.3817876696229725
31011_80CD842A0,0.024160437,0,3,0.3817876696229725
314666_805560C90,0.024160437,0,3,0.3817876696229725
321091_807ABF860,0.024160437,0,3,0.3817876696229725
32722_804BA6550,0.024160437,0,3,0.3817876696229725
8595_8054B7920,0.024158718,0,3,0.41053979448865746
129000_80E639020,0.024157386,0,1,0.3075322450286877
22736_803C08F50,0.024157139,0,1,0.3114479476834045
210972_80442FD40,0.02415589,0,4,0.4658986545580367
2845_807591D50,0.024153266,0,1,0.307278176801591
315720_80A0DCC90,0.024153266,0,1,0.307278176801591
315001_80B7D0A10,0.024153266,0,1,0.307278176801591
113935_8067EBF60,0.024153266,0,1,0.307278176801591
329099_80DD38C60,0.024153266,0,1,0.307278176801591
324498_812B50C60,0.024153266,0,1,0.307278176801591
16535_80C051090,0.024153266,0,1,0.307278176801591
31403_805A43830,0.024153266,0,1,0.307278176801591
2915_80FC254E0,0.024153266,0,1,0.307278176801591
320035_809847040,0.024153266,0,1,0.307278176801591
3559_80043AEB0,0.024153266,0,1,0.307278176801591
313394_80544AD10,0.024153266,0,1,0.307278176801591
14650_80B921EE0,0.024153266,0,1,0.307278176801591
314278_8052DAE60,0.024153266,0,1,0.307278176801591
10_80755B360,0.024153266,0,1,0.307278176801591
21922_81049B5C0,0.024153266,0,1,0.307278176801591
37936_804521EB0,0.024153266,0,1,0.307278176801591
39383_807ECB9E0,0.024153266,0,1,0.307278176801591
3239_801D46F90,0.024153266,0,1,0.307278176801591
33245_8126BABC0,0.024153266,0,1,0.307278176801591
148543_812EAC460,0.024153266,0,1,0.307278176801591
24840_80BAD7170,0.024153266,0,1,0.307278176801591
311165_8041BFFA0,0.024153266,0,1,0.307278176801591
325118_80C108020,0.024153266,0,1,0.307278176801591
348447_811B49750,0.024153266,0,1,0.307278176801591
312243_80CAF7E30,0.024153266,0,1,0.307278176801591
330848_80C016340,0.024153266,0,1,0.307278176801591
28827_80A0D5E20,0.024153266,0,1,0.307278176801591
326397_8116B7630,0.024153266,0,1,0.307278176801591
238038_80FC41890,0.024153266,0,1,0.307278176801591
35559_810FBB690,0.024153266,0,1,0.307278176801591
348908_8130C00B0,0.024153266,0,1,0.307278176801591
13264_811DE81E0,0.024153266,0,1,0.307278176801591
3810_800BB8DD0,0.024153266,0,1,0.307278176801591
18428_809B8AAD0,0.024153266,0,1,0.307278176801591
218267_808663620,0.024153266,0,1,0.307278176801591
312468_80A2F4F80,0.024153266,0,1,0.307278176801591
320408_807E84AD0,0.024153266,0,1,0.307278176801591
15643_8029EC7C0,0.024153266,0,1,0.307278176801591
37936_802F0DA90,0.024153266,0,1,0.307278176801591
312071_806756A60,0.024153266,0,1,0.307278176801591
5365_80BB771D0,0.024153266,0,1,0.307278176801591
22806_808079430,0.024153266,0,1,0.307278176801591
17863_8144B6F20,0.024153266,0,1,0.307278176801591
35405_802013A80,0.024153266,0,1,0.307278176801591
34349_805A90900,0.024153266,0,1,0.307278176801591
33350_80F7F0630,0.024153266,0,1,0.307278176801591
32404_811A96050,0.024153266,0,1,0.307278176801591
13327_8031B5610,0.024153266,0,1,0.307278176801591
338020_80E382BA0,0.024153266,0,1,0.307278176801591
37845_80B57BB80,0.024153266,0,1,0.307278176801591
21550_801D0CC40,0.024153266,0,1,0.307278176801591
3473_801022AE0,0.024153266,0,1,0.307278176801591
324385_80AAD0680,0.024153266,0,1,0.307278176801591
237636_80F6406A0,0.024153266,0,1,0.307278176801591
3727_812E536B0,0.024153266,0,1,0.307278176801591
3855_800702C80,0.024153266,0,1,0.307278176801591
10_8034F19C0,0.024153266,0,1,0.307278176801591
319009_80E367070,0.024153266,0,1,0.307278176801591
13432_806801210,0.024153266,0,1,0.307278176801591
21174_80F5102E0,0.024153266,0,1,0.307278176801591
32027_809213800,0.024153266,0,1,0.307278176801591
11474_801949380,0.024153266,0,1,0.307278176801591
19740_8047FAE90,0.024153266,0,1,0.307278176801591
10_802920790,0.024153266,0,1,0.307278176801591
23525_801D3C6B0,0.024153266,0,1,0.307278176801591
331338_80FB75660,0.024153266,0,1,0.307278176801591
21550_8018EB2F0,0.024153266,0,1,0.307278176801591
334118_8103FE000,0.024153266,0,1,0.307278176801591
10642_808EC1A50,0.024153266,0,1,0.307278176801591
346386_81271DB20,0.024153266,0,1,0.307278176801591
324580_80B838F30,0.024153266,0,1,0.307278176801591
35554_80B83DC00,0.024153266,0,1,0.307278176801591
317085_80FE45B20,0.024153266,0,1,0.307278176801591
1522_8002EF2F0,0.024153266,0,1,0.307278176801591
27564_80AB6FF00,0.024153266,0,1,0.307278176801591
11157_8043C3CB0,0.024153266,0,1,0.307278176801591
311305_80BF49B50,0.024153266,0,1,0.307278176801591
13083_802B51130,0.024153266,0,1,0.307278176801591
34685_8134F1450,0.024153266,0,1,0.307278176801591
32058_810AFCFF0,0.024153266,0,1,0.307278176801591
6276_807BA3F90,0.024153266,0,1,0.307278176801591
316690_806126E00,0.024153266,0,1,0.307278176801591
3348_8019D5720,0.024153266,0,1,0.307278176801591
14077_8088B3D30,0.024153266,0,1,0.307278176801591
26_80868BF30,0.024153266,0,1,0.307278176801591
3555_8004B8210,0.024153266,0,1,0.307278176801591
34121_80A8D8B80,0.024153266,0,1,0.307278176801591
346695_81116D1C0,0.024153266,0,1,0.307278176801591
39925_80DF42000,0.024153266,0,1,0.307278176801591
5836_80A02B810,0.024153266,0,1,0.307278176801591
313538_812544610,0.024153266,0,1,0.307278176801591
17748_811DE8050,0.024153266,0,1,0.307278176801591
321473_807CDF0A0,0.024153266,0,1,0.307278176801591
37952_810475B60,0.024153266,0,1,0.307278176801591
11657_800B8DB00,0.024153266,0,1,0.307278176801591
21813_813383590,0.024153266,0,1,0.307278176801591
237354_80E52CC60,0.024153266,0,1,0.307278176801591
3601_80588B530,0.024153266,0,1,0.307278176801591
1362_8004BA340,0.024153266,0,1,0.307278176801591
337895_811A24530,0.024153266,0,1,0.307278176801591
34417_802315180,0.024153266,0,1,0.307278176801591
2843_8005BD660,0.024153266,0,1,0.307278176801591
37748_80506C830,0.024153266,0,1,0.307278176801591
331499_80D4D1F60,0.024153266,0,1,0.307278176801591
326730_809BAF960,0.024153266,0,1,0.307278176801591
35455_8111D2620,0.024153266,0,1,0.307278176801591
320423_8085E1470,0.024153266,0,1,0.307278176801591
326730_80DEFF6D0,0.024153266,0,1,0.307278176801591
32707_8062BE5F0,0.024153266,0,1,0.307278176801591
11157_800958EB0,0.024153266,0,1,0.307278176801591
21387_8008628E0,0.024153266,0,1,0.307278176801591
1024_81231DD30,0.024153266,0,1,0.307278176801591
31031_803481E90,0.024153266,0,1,0.307278176801591
111443_807E33200,0.024153266,0,1,0.307278176801591
1655_801F21FB0,0.024153266,0,1,0.307278176801591
220_800484F50,0.024153266,0,1,0.307278176801591
214615_809C33660,0.024153266,0,1,0.307278176801591
5425_80DE3A5B0,0.024153266,0,1,0.307278176801591
3997_802231330,0.024153266,0,1,0.307278176801591
351883_813075B70,0.024153266,0,1,0.307278176801591
227080_812216620,0.024153266,0,1,0.307278176801591
32436_802141670,0.024153266,0,1,0.307278176801591
339433_8132D25C0,0.024153266,0,1,0.307278176801591
42810_811786830,0.024153266,0,1,0.307278176801591
136014_80F7FB9D0,0.024153266,0,1,0.307278176801591
1853_804940C60,0.024153266,0,1,0.307278176801591
1457_8101F43D0,0.024153266,0,1,0.307278176801591
22828_814900900,0.024153266,0,1,0.307278176801591
1124_801958A30,0.024153266,0,1,0.307278176801591
324108_809C08720,0.024153266,0,1,0.307278176801591
113530_805CEECD0,0.024153266,0,1,0.307278176801591
15055_809432570,0.024153266,0,1,0.307278176801591
18097_80B1E0860,0.024153266,0,1,0.307278176801591
218438_80D466EA0,0.024153266,0,1,0.307278176801591
122702_81217ECF0,0.024153266,0,1,0.307278176801591
343537_80FF1F220,0.024153266,0,1,0.307278176801591
31378_80EE20B20,0.024153266,0,1,0.307278176801591
3708_801F5DD90,0.024153266,0,1,0.307278176801591
32765_804827C60,0.024153266,0,1,0.307278176801591
11056_807BEDAB0,0.024153266,0,1,0.307278176801591
1601_80059CAD0,0.024153266,0,1,0.307278176801591
2915_80EC06160,0.024153266,0,1,0.307278176801591
3264_800258100,0.024153266,0,1,0.307278176801591
38810_80BEB48C0,0.024153266,0,1,0.307278176801591
124368_80BF3EB80,0.024153266,0,1,0.307278176801591
310551_8139849B0,0.024153266,0,1,0.307278176801591
19535_8081FD310,0.024153266,0,1,0.307278176801591
18549_810781D60,0.024153266,0,1,0.307278176801591
6156_8041D01E0,0.024153266,0,1,0.307278176801591
332457_8129048B0,0.024153266,0,1,0.307278176801591
338540_8132D7CA0,0.024153266,0,1,0.307278176801591
320407_80769B110,0.024153266,0,1,0.307278176801591
12004_8080B7730,0.024153266,0,1,0.307278176801591
315304_809811B30,0.024153266,0,1,0.307278176801591
12561_8026D6B80,0.024153266,0,1,0.307278176801591
3763_801988680,0.024153266,0,1,0.307278176801591
117453_8101EE7E0,0.024153266,0,1,0.307278176801591
11_80020CE60,0.024153266,0,1,0.307278176801591
11899_804A7BA80,0.024153266,0,1,0.307278176801591
37555_802CD2EF0,0.024153266,0,1,0.307278176801591
345044_81214A970,0.024153266,0,1,0.307278176801591
314937_8078BDBA0,0.024153266,0,1,0.307278176801591
115915_810D7EC50,0.024153266,0,1,0.307278176801591
321391_807ED24B0,0.024153266,0,1,0.307278176801591
334536_812D5AA00,0.024153266,0,1,0.307278176801591
33621_800952550,0.024153266,0,1,0.307278176801591
36820_808CDCB40,0.024153266,0,1,0.307278176801591
31070_80063BBD0,0.024153266,0,1,0.307278176801591
218472_806D56F10,0.024153266,0,1,0.307278176801591
35144_8079F6E30,0.024153266,0,1,0.307278176801591
3626_803242D10,0.024153266,0,1,0.307278176801591
113060_808F49B00,0.024153266,0,1,0.307278176801591
348143_8132015A0,0.024153266,0,1,0.307278176801591
331671_80DA65480,0.024153266,0,1,0.307278176801591
321372_807EE76E0,0.024153266,0,1,0.307278176801591
23833_805BB8D80,0.024153266,0,1,0.307278176801591
122151_80BBF3F40,0.024153266,0,1,0.307278176801591
327523_80A59B1B0,0.024153266,0,1,0.307278176801591
38295_806E85D90,0.024153266,0,1,0.307278176801591
312803_812BEFBB0,0.024153266,0,1,0.307278176801591
37294_802B8F490,0.024153266,0,1,0.307278176801591
18200_803076D40,0.024153266,0,1,0.307278176801591
14657_807ACD7E0,0.024153266,0,1,0.307278176801591
10_8001490D0,0.024153266,0,1,0.307278176801591
34428_804BD3560,0.024153266,0,1,0.307278176801591
115415_80F25C0F0,0.024153266,0,1,0.307278176801591
31461_800DB6AC0,0.024153266,0,1,0.307278176801591
31964_8024BFC40,0.024153266,0,1,0.307278176801591
20226_80E0A30B0,0.024153266,0,1,0.307278176801591
7548_806958930,0.024153266,0,1,0.307278176801591
21749_80ABEDFA0,0.024153266,0,1,0.307278176801591
3470_806FBF3D0,0.024153266,0,1,0.307278176801591
314734_80B382360,0.024153266,0,1,0.307278176801591
32584_80BD8D3A0,0.024153266,0,1,0.307278176801591
215266_80989B430,0.024153266,0,1,0.307278176801591
225263_8144810D0,0.024153266,0,1,0.307278176801591
5175_807F24000,0.024153266,0,1,0.307278176801591
311410_8141E6220,0.024153266,0,1,0.307278176801591
34752_801C154C0,0.024153266,0,1,0.307278176801591
320446_8076C4A00,0.024153266,0,1,0.307278176801591
3371_80D91D170,0.024153266,0,1,0.307278176801591
315750_805B883B0,0.024153266,0,1,0.307278176801591
35183_8068D09F0,0.024153266,0,1,0.307278176801591
31218_80ADFC510,0.024153266,0,1,0.307278176801591
225263_8141807E0,0.024153266,0,1,0.307278176801591
34840_803E8AAE0,0.024153266,0,1,0.307278176801591
25536_802D282F0,0.024153266,0,1,0.307278176801591
35167_8047EDCD0,0.024153266,0,1,0.307278176801591
3657_80096D0F0,0.024153266,0,1,0.307278176801591
32131_8022ABD80,0.024153266,0,1,0.307278176801591
3420_8087E9210,0.024153266,0,1,0.307278176801591
342969_80FBEDE70,0.024153266,0,1,0.307278176801591
12719_803C17290,0.024153266,0,1,0.307278176801591
33082_801F94C40,0.024153266,0,1,0.307278176801591
13432_807D23D20,0.024153266,0,1,0.307278176801591
328483_80D5EFDA0,0.024153266,0,1,0.307278176801591
34498_8075ED3D0,0.024153266,0,1,0.307278176801591
327348_80E27F5D0,0.024153266,0,1,0.307278176801591
29435_812614730,0.024153266,0,1,0.307278176801591
317260_8075B8EF0,0.024153266,0,1,0.307278176801591
18819_8053182C0,0.024153266,0,1,0.307278176801591
12_800798EB0,0.024153266,0,1,0.307278176801591
3881_8024677D0,0.024152901,0,2,0.3992074764699294
1665_800BC8B50,0.024149053,0,3,0.34718337311712216
220_8002B5EE0,0.024142664,0,2,0.5563320649347984
116845_80BE97A50,0.024142232,0,3,0.40929680779504873
116425_80646DEF0,0.024138968,0,7,0.36016519450319184
14077_809C41AF0,0.024136981,0,13,0.419313388023769
30416_8105E6CE0,0.024136767,0,1,0.42492966874334104
231490_80D3E3FA0,0.024134947,0,1,0.3075322450286877
3698_80AEF7980,0.024134852,0,2,0.39625934554637876
27920_80D55D680,0.024132414,0,7,0.36261917299877167
1655_8015C3700,0.024132315,0,2,0.38978005224223194
1686_800A6F850,0.024132315,0,2,0.38978005224223194
25637_805DF5A30,0.02413119,0,2,0.40887294265124857
33456_8135872C0,0.024128502,0,1,0.3074606236827407
16_804BC4C80,0.024128502,0,1,0.3074606236827407
228540_813524AD0,0.024128502,0,1,0.3074606236827407
34118_801D03300,0.024128502,0,1,0.3074606236827407
7548_809765260,0.024128502,0,1,0.3074606236827407
22205_80D7C7E40,0.024128502,0,1,0.3074606236827407
348121_813914E10,0.024128502,0,1,0.3074606236827407
23402_80495EDC0,0.024128502,0,1,0.3074606236827407
251034_812B421C0,0.024128502,0,1,0.3074606236827407
31021_8027D3E40,0.024128502,0,1,0.3074606236827407
320448_80826FB20,0.024128502,0,1,0.3074606236827407
32406_811456DD0,0.024128502,0,1,0.3074606236827407
26592_80A8852C0,0.024128502,0,1,0.3074606236827407
212789_804D05330,0.024128502,0,1,0.3074606236827407
31576_801F0BE40,0.024128502,0,1,0.3074606236827407
232391_81355E7D0,0.024128502,0,1,0.3074606236827407
129974_8101869E0,0.024128502,0,1,0.3074606236827407
1241_8007A9170,0.024128502,0,1,0.3074606236827407
410_808114710,0.024128502,0,1,0.3074606236827407
16606_81233CF40,0.024128502,0,1,0.3074606236827407
31404_805396250,0.024128502,0,1,0.3074606236827407
37438_8032A18E0,0.024128502,0,1,0.3074606236827407
11471_801B7B3D0,0.024128502,0,1,0.3074606236827407
352124_813F22D20,0.024128502,0,1,0.3074606236827407
321519_8112312B0,0.024128502,0,1,0.3074606236827407
16_804C48900,0.024128502,0,1,0.3074606236827407
5425_80B40CBD0,0.024128502,0,1,0.3074606236827407
10_800CAF770,0.024128502,0,1,0.3074606236827407
16871_812512D00,0.024128502,0,1,0.3074606236827407
35105_814489870,0.024128502,0,1,0.3074606236827407
17708_80A621950,0.024128502,0,1,0.3074606236827407
25981_81219FF40,0.024128502,0,1,0.3074606236827407
114202_8060915A0,0.024128502,0,1,0.3074606236827407
340381_80F2D5F90,0.024128502,0,1,0.3074606236827407
14011_802985F10,0.024128502,0,1,0.3074606236827407
6_804FCA720,0.024128502,0,1,0.3074606236827407
332853_80DF83BE0,0.024128502,0,1,0.3074606236827407
1292_802BCA420,0.024128502,0,1,0.3074606236827407
317307_806464600,0.024128502,0,1,0.3074606236827407
10060_8047815C0,0.024127088,0,2,0.3906916252165055
113798_8066D2220,0.024127088,0,2,0.3906916252165055
42051_810E620B0,0.024126993,0,3,0.3952927136905276
18067_8039787D0,0.024123669,0,2,0.39027057633560286
15964_808317C20,0.024120644,0,3,0.39449199610761787
18902_8139A02E0,0.024119796,0,1,0.37371203922653207
3144_801E2AC60,0.024119796,0,1,0.37491471738785026
120292_8087D0840,0.024119796,0,1,0.37491471738785026
221282_812986CB0,0.024119796,0,1,0.37233157088450125
6_804E00FA0,0.024119796,0,1,0.3712431260716098
27684_803E9DEB0,0.024119796,0,1,0.3747248028584837
10813_80446CB10,0.024119796,0,1,0.3712431260716098
17554_806E34BE0,0.024119796,0,1,0.37010564514221084
24144_804923610,0.024119796,0,1,0.3712431260716098
28827_8066E82F0,0.024119796,0,1,0.36989244476761407
2439_801AC7EF0,0.024119796,0,1,0.37010564514221084
35684_80D647B30,0.024119796,0,1,0.3712431260716098
240492_8131D0180,0.024119796,0,1,0.37618440762897665
122332_8088039D0,0.024119796,0,1,0.3712431260716098
215687_8124E78C0,0.024119796,0,1,0.37491471738785026
12_801B59440,0.024119796,0,1,0.3712431260716098
114185_8054FDE10,0.024119796,0,1,0.3712431260716098
29715_80B123080,0.024119796,0,1,0.3712431260716098
10057_803B28DB0,0.024119796,0,1,0.36989244476761407
24_80404CBC0,0.024119796,0,1,0.37371203922653207
9665_8041036C0,0.024119796,0,1,0.37618440762897665
220042_8074E3DA0,0.024119796,0,1,0.37618440762897665
25637_80A569D50,0.024119796,0,1,0.37233157088450125
229558_810A28FE0,0.024119796,0,1,0.37491471738785026
12719_8066D21D0,0.024119796,0,1,0.37371203922653207
1669_80DEC6610,0.024119796,0,1,0.37618440762897665
112064_805C256A0,0.024119796,0,1,0.36989244476761407
210185_80C44F3A0,0.024119796,0,1,0.37618440762897665
112931_80552C0C0,0.024119796,0,1,0.3744453164330522
23842_806E0E780,0.024119796,0,1,0.3747248028584837
219194_8137A62F0,0.024119796,0,1,0.37618440762897665
1412_80A825260,0.024119796,0,1,0.37010564514221084
140257_810C4B510,0.024119796,0,1,0.3712431260716098
212204_8145C69E0,0.024119796,0,1,0.37618440762897665
9679_80C4C52B0,0.024119796,0,1,0.37618440762897665
214050_8050CD0D0,0.024119796,0,1,0.37010564514221084
21831_8015C2750,0.024119796,0,1,0.37233157088450125
244684_810F7B790,0.024119796,0,1,0.3712431260716098
16109_808E8BA60,0.024119796,0,1,0.3712431260716098
253856_814085F70,0.024119796,0,1,0.37491471738785026
19925_804536670,0.024119796,0,1,0.36989244476761407
210997_809AFE130,0.024119796,0,1,0.37010564514221084
210997_804065130,0.024119796,0,1,0.37618440762897665
114674_811E645D0,0.024119796,0,1,0.3712431260716098
16678_806EAE980,0.024119796,0,1,0.36989244476761407
23402_80345ADE0,0.024119796,0,1,0.37618440762897665
214050_805DA1D10,0.024119796,0,1,0.37371203922653207
